column 1 is time, column 2 to 9 for fluxes at r/a=
    0.7375    0.7625    0.7875    0.8125    0.8375    0.8625    0.8875    0.9125
respectively 
 
      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
   0.0078775  6.4823E-05  0.00048708   0.0013444   0.0012967  0.00033210  3.2711E-05  1.4012E-06  2.0381E-08
    0.015755  0.00013366  0.00099123   0.0027253   0.0026437  0.00068093  6.7593E-05  2.9437E-06  4.9925E-08
    0.023632  0.00020203   0.0014892   0.0040931   0.0039746   0.0010259  0.00010256  4.6097E-06  9.5665E-08
    0.031510  0.00026991   0.0019784   0.0054307   0.0052674   0.0013621  0.00013731  6.4482E-06  1.6451E-07
    0.039387  0.00033821   0.0024585   0.0067368   0.0065311   0.0016913  0.00017226  8.5326E-06  2.6258E-07
    0.047265  0.00040452   0.0029293   0.0080385   0.0077958   0.0020193  0.00020713  1.0845E-05  3.9258E-07
    0.055142  0.00047011   0.0033866   0.0092900   0.0090262   0.0023406  0.00024189  1.3465E-05  5.5667E-07
    0.063020  0.00053814   0.0038128    0.010487    0.010218   0.0026584  0.00027752  1.6366E-05  7.5961E-07
    0.070897  0.00060052   0.0042433    0.011647    0.011304   0.0029546  0.00031291  1.9524E-05  9.9454E-07
    0.078775  0.00066126   0.0046452    0.012722    0.012384   0.0032413  0.00034646  2.2926E-05  1.2660E-06
    0.086652  0.00072053   0.0050276    0.013729    0.013463   0.0035146  0.00037903  2.6515E-05  1.5761E-06
    0.094530  0.00077104   0.0053740    0.014759    0.014460   0.0037820  0.00041174  3.0321E-05  1.9151E-06
     0.10241  0.00082595   0.0057010    0.015737    0.015378   0.0040206  0.00044306  3.4495E-05  2.2641E-06
     0.11028  0.00088777   0.0060598    0.016609    0.016202   0.0042526  0.00047679  3.8603E-05  2.6391E-06
     0.11816  0.00093814   0.0063793    0.017414    0.016951   0.0044520  0.00050665  4.2610E-05  3.0176E-06
     0.12604  0.00098913   0.0066893    0.018176    0.017648   0.0046356  0.00053365  4.6560E-05  3.3563E-06
     0.13392   0.0010414   0.0069154    0.018711    0.018233   0.0048132  0.00055898  5.0554E-05  3.6731E-06
     0.14179   0.0010710   0.0071024    0.019367    0.018976   0.0050185  0.00058398  5.4559E-05  4.0080E-06
     0.14967   0.0011004   0.0073223    0.020062    0.019651   0.0052194  0.00060885  5.8422E-05  4.3733E-06
     0.15755   0.0011363   0.0075601    0.020501    0.020131   0.0053878  0.00063753  6.2254E-05  4.7312E-06
     0.16543   0.0011722   0.0077334    0.020879    0.020595   0.0055218  0.00066169  6.5500E-05  5.0480E-06
     0.17330   0.0011826   0.0077651    0.021107    0.020785   0.0055962  0.00067673  6.7799E-05  5.2660E-06
     0.18118   0.0011938   0.0078361    0.021382    0.020927   0.0056259  0.00069381  7.0966E-05  5.4744E-06
     0.18906   0.0012156   0.0078664    0.021737    0.021325   0.0056682  0.00069965  7.2692E-05  5.6176E-06
     0.19694   0.0012256   0.0079256    0.022190    0.021768   0.0057485  0.00070114  7.3644E-05  5.7091E-06
     0.20481   0.0012381   0.0080414    0.022315    0.021882   0.0058189  0.00071011  7.5968E-05  5.8286E-06
     0.21269   0.0012305   0.0081096    0.022190    0.021804   0.0058282  0.00071562  7.7646E-05  5.9553E-06
     0.22057   0.0012390   0.0081920    0.022204    0.021840   0.0058805  0.00072298  7.7902E-05  5.9803E-06
     0.22845   0.0012302   0.0080774    0.022091    0.021712   0.0058599  0.00071819  7.7362E-05  5.8973E-06
     0.23632   0.0011920   0.0079413    0.021981    0.021555   0.0057730  0.00071183  7.6970E-05  5.7908E-06
     0.24420   0.0011758   0.0079208    0.021926    0.021524   0.0057276  0.00070623  7.5721E-05  5.6766E-06
     0.25208   0.0011628   0.0078398    0.021807    0.021642   0.0057058  0.00069621  7.3821E-05  5.5529E-06
     0.25996   0.0011267   0.0077229    0.021691    0.021573   0.0056571  0.00069072  7.2327E-05  5.3536E-06
     0.26783   0.0011007   0.0076419    0.021631    0.021277   0.0055626  0.00068033  6.9923E-05  5.0744E-06
     0.27571   0.0010656   0.0074894    0.021390    0.020975   0.0054389  0.00065231  6.5649E-05  4.6912E-06
     0.28359   0.0010126   0.0072099    0.020617    0.020443   0.0052960  0.00061132  5.9050E-05  4.0946E-06
     0.29147  0.00098325   0.0070270    0.019930    0.019944   0.0052184  0.00058330  5.3269E-05  3.6495E-06
     0.29934  0.00093778   0.0068120    0.019390    0.019446   0.0050275  0.00055294  4.8524E-05  3.2325E-06
     0.30722  0.00088940   0.0065629    0.019187    0.019190   0.0048398  0.00052524  4.4010E-05  2.8343E-06
     0.31510  0.00083928   0.0064204    0.018909    0.018845   0.0046885  0.00049489  4.0097E-05  2.4351E-06
     0.32298  0.00077897   0.0062291    0.018537    0.018418   0.0045376  0.00047408  3.6735E-05  2.0226E-06
     0.33085  0.00072388   0.0059336    0.018064    0.017870   0.0043797  0.00044731  3.2140E-05  1.4957E-06
     0.33873  0.00067390   0.0056423    0.017641    0.017355   0.0041918  0.00041622  2.8687E-05  1.2121E-06
     0.34661  0.00061250   0.0054055    0.016930    0.016581   0.0039309  0.00036777  2.2358E-05  7.1833E-07
     0.35449  0.00056939   0.0051160    0.015983    0.015779   0.0036621  0.00032584  1.4999E-05  1.4799E-07
     0.36236  0.00050919   0.0048253    0.015070    0.014879   0.0033762  0.00028800  8.6123E-06 -4.4549E-07
     0.37024  0.00043626   0.0046026    0.014447    0.014263   0.0032151  0.00024839  3.1886E-06 -8.5324E-07
     0.37812  0.00037120   0.0043360    0.013954    0.013836   0.0031183  0.00021284 -2.7915E-06 -1.2262E-06
     0.38600  0.00029337   0.0039601    0.013215    0.013174   0.0029156  0.00016412 -9.5122E-06 -1.7362E-06
     0.39387  0.00024240   0.0036224    0.012478    0.012442   0.0026868  0.00011611 -1.5167E-05 -2.0892E-06
     0.40175  0.00019039   0.0032723    0.011805    0.011671   0.0023820  7.4744E-05 -2.0358E-05 -2.4516E-06
     0.40963  0.00012447   0.0030118    0.011000    0.010653   0.0020897  4.5667E-05 -2.4596E-05 -2.8679E-06
     0.41751  8.4632E-05   0.0029017    0.010348   0.0097538   0.0018682  1.6358E-05 -2.8554E-05 -3.2227E-06
     0.42538  5.7779E-05   0.0025845   0.0095694   0.0090570   0.0015886 -3.5361E-05 -3.3073E-05 -3.6466E-06
     0.43326 -5.7454E-06   0.0021467   0.0088695   0.0085905   0.0013563 -7.8297E-05 -3.6254E-05 -3.8933E-06
     0.44114 -8.5238E-05   0.0018316   0.0085027   0.0081801   0.0011190 -0.00010716 -3.9110E-05 -4.0451E-06
     0.44902 -0.00015064   0.0015549   0.0078602   0.0074049  0.00089315 -0.00013671 -4.1848E-05 -4.1480E-06
     0.45689 -0.00018161   0.0013702   0.0072107   0.0065297  0.00071846 -0.00016455 -4.5312E-05 -4.2751E-06
     0.46477 -0.00021463   0.0012553   0.0066849   0.0057812  0.00048166 -0.00021011 -5.0022E-05 -4.5051E-06
     0.47265 -0.00024631   0.0010540   0.0061325   0.0053415  0.00029342 -0.00025060 -5.2947E-05 -4.6179E-06
     0.48053 -0.00030515  0.00065035   0.0053819   0.0048739  0.00012575 -0.00027831 -5.4894E-05 -4.6686E-06
     0.48840 -0.00038387  0.00026076   0.0045526   0.0041435 -0.00010365 -0.00030790 -5.7117E-05 -4.7477E-06
     0.49628 -0.00043170  4.6503E-05   0.0039887   0.0034872 -0.00028600 -0.00033259 -5.9150E-05 -4.8297E-06
     0.50416 -0.00048395 -0.00018625   0.0033191   0.0026901 -0.00049974 -0.00036051 -6.0554E-05 -4.7860E-06
     0.51204 -0.00049568 -0.00030296   0.0027832   0.0019996 -0.00070329 -0.00038095 -6.0889E-05 -4.7108E-06
     0.51991 -0.00049205 -0.00043503   0.0022108   0.0014478 -0.00085629 -0.00039063 -6.0764E-05 -4.5945E-06
