 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01 0.172785867E+01
 0.172785867E+01
 0.173064215E+01 0.173064083E+01 0.173063754E+01 0.173063227E+01 0.173062502E+01
 0.173061578E+01 0.173060455E+01 0.173059133E+01 0.173057611E+01 0.173055890E+01
 0.173053970E+01 0.173051852E+01 0.173049538E+01 0.173047031E+01 0.173044334E+01
 0.173041454E+01 0.173038397E+01 0.173035172E+01 0.173031790E+01 0.173028266E+01
 0.173024615E+01 0.173020858E+01 0.173017017E+01 0.173013119E+01 0.173009193E+01
 0.173005271E+01 0.173001389E+01 0.172997587E+01 0.172993899E+01 0.172990246E+01
 0.172986430E+01 0.172982230E+01 0.172977419E+01 0.172971775E+01 0.172965091E+01
 0.172957193E+01 0.172947957E+01 0.172938158E+01 0.172927936E+01 0.172917307E+01
 0.172906323E+01 0.172895032E+01 0.172883481E+01 0.172871710E+01 0.172859757E+01
 0.172847655E+01 0.172835434E+01 0.172823122E+01 0.172810742E+01 0.172798316E+01
 0.172785867E+01 0.172773415E+01 0.172760979E+01 0.172748583E+01 0.172736247E+01
 0.172723996E+01 0.172711858E+01 0.172699861E+01 0.172688039E+01 0.172676430E+01
 0.172665075E+01 0.172654019E+01 0.172643312E+01 0.172633008E+01 0.172623161E+01
 0.172613831E+01 0.172604996E+01 0.172595584E+01 0.172587257E+01 0.172579953E+01
 0.172573585E+01 0.172568051E+01 0.172563240E+01 0.172559038E+01 0.172555336E+01
 0.172552029E+01 0.172549024E+01 0.172546240E+01 0.172543606E+01 0.172541067E+01
 0.172538580E+01 0.172536136E+01 0.172533749E+01 0.172531434E+01 0.172529205E+01
 0.172527072E+01 0.172525046E+01 0.172523136E+01 0.172521347E+01 0.172519688E+01
 0.172518162E+01 0.172516775E+01 0.172515529E+01 0.172514427E+01 0.172513472E+01
 0.172512665E+01 0.172512008E+01 0.172511502E+01 0.172511147E+01 0.172510944E+01
 0.172510893E+01 0.172510994E+01 0.172511247E+01 0.172511650E+01 0.172512204E+01
 0.172512907E+01 0.172513758E+01 0.172514756E+01 0.172515897E+01 0.172517180E+01
 0.172518601E+01 0.172520156E+01 0.172521841E+01 0.172523651E+01 0.172525578E+01
 0.172527617E+01 0.172529756E+01 0.172531988E+01 0.172534300E+01 0.172536678E+01
 0.172539109E+01 0.172541580E+01 0.172544108E+01 0.172546739E+01 0.172549528E+01
 0.172552547E+01 0.172555875E+01 0.172559606E+01 0.172563841E+01 0.172568689E+01
 0.172574260E+01 0.172580728E+01 0.172589655E+01 0.172599087E+01 0.172608939E+01
 0.172619130E+01 0.172629590E+01 0.172640256E+01 0.172651077E+01 0.172662011E+01
 0.172673030E+01 0.172684113E+01 0.172695250E+01 0.172706433E+01 0.172717662E+01
 0.172728936E+01 0.172740254E+01 0.172751614E+01 0.172763009E+01 0.172774431E+01
 0.172785867E+01 0.172797305E+01 0.172808733E+01 0.172820137E+01 0.172831509E+01
 0.172842842E+01 0.172854134E+01 0.172865382E+01 0.172876588E+01 0.172887749E+01
 0.172898860E+01 0.172909912E+01 0.172920884E+01 0.172931747E+01 0.172942462E+01
 0.172952978E+01 0.172963232E+01 0.172972296E+01 0.172977907E+01 0.172982692E+01
 0.172986880E+01 0.172990703E+01 0.172994387E+01 0.172998128E+01 0.173001983E+01
 0.173005914E+01 0.173009879E+01 0.173013843E+01 0.173017772E+01 0.173021636E+01
 0.173025409E+01 0.173029069E+01 0.173032594E+01 0.173035970E+01 0.173039183E+01
 0.173042221E+01 0.173045077E+01 0.173047742E+01 0.173050213E+01 0.173052487E+01
 0.173054559E+01 0.173056431E+01 0.173058100E+01 0.173059566E+01 0.173060831E+01
 0.173061894E+01 0.173062757E+01 0.173063420E+01 0.173063883E+01 0.173064148E+01
 0.173064215E+01
 0.173364181E+01 0.173363953E+01 0.173363382E+01 0.173362465E+01 0.173361200E+01
 0.173359584E+01 0.173357613E+01 0.173355280E+01 0.173352579E+01 0.173349502E+01
 0.173346040E+01 0.173342183E+01 0.173337918E+01 0.173333234E+01 0.173328115E+01
