     1  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.299363700E+01
     2  0.500000000E-02  0.397498857E-04  0.418127545E-02  0.299358611E+01
     3  0.100000000E-01  0.164326714E-03  0.850279111E-02  0.299342663E+01
     4  0.150000000E-01  0.373467108E-03  0.128214932E-01  0.299315889E+01
     5  0.200000000E-01  0.666907695E-03  0.171387447E-01  0.299278324E+01
     6  0.249999999E-01  0.104438509E-02  0.214549186E-01  0.299230000E+01
     7  0.300000000E-01  0.150563593E-02  0.257697796E-01  0.299170951E+01
     8  0.350000000E-01  0.205039684E-02  0.300826277E-01  0.299101212E+01
     9  0.399999999E-01  0.267840443E-02  0.343925396E-01  0.299020816E+01
    10  0.450000001E-01  0.338939533E-02  0.386987654E-01  0.298929796E+01
    11  0.500000000E-01  0.418310617E-02  0.430013042E-01  0.298828187E+01
    12  0.549999999E-01  0.505927357E-02  0.473011562E-01  0.298716021E+01
    13  0.599999999E-01  0.601763417E-02  0.515995903E-01  0.298593334E+01
    14  0.650000000E-01  0.705792458E-02  0.558974198E-01  0.298460158E+01
    15  0.700000000E-01  0.817988141E-02  0.601951750E-01  0.298316527E+01
    16  0.749999999E-01  0.938324130E-02  0.644933485E-01  0.298162475E+01
    17  0.799999999E-01  0.106677372E-01  0.687922932E-01  0.297998036E+01
    18  0.850000000E-01  0.120330228E-01  0.730920331E-01  0.297823255E+01
    19  0.899999999E-01  0.134786746E-01  0.773925241E-01  0.297635426E+01
    20  0.949999999E-01  0.150042663E-01  0.816938428E-01  0.297431084E+01
    21  0.100000000E+00  0.166093673E-01  0.859960051E-01  0.297216092E+01
    22  0.105000000E+00  0.182935315E-01  0.902989537E-01  0.296990510E+01
    23  0.110000000E+00  0.200563090E-01  0.946027650E-01  0.296754398E+01
    24  0.115000000E+00  0.218972400E-01  0.989076235E-01  0.296507818E+01
    25  0.120000000E+00  0.238158292E-01  0.103213526E+00  0.296250837E+01
    26  0.125000000E+00  0.258115731E-01  0.107520500E+00  0.295983521E+01
    27  0.130000000E+00  0.278839549E-01  0.111828668E+00  0.295695503E+01
    28  0.135000000E+00  0.300324410E-01  0.116138050E+00  0.295395659E+01
    29  0.140000000E+00  0.322564919E-01  0.120448718E+00  0.295085270E+01
    30  0.145000000E+00  0.345555493E-01  0.124760723E+00  0.294764412E+01
    31  0.150000000E+00  0.369290482E-01  0.129074109E+00  0.294433166E+01
    32  0.155000000E+00  0.393764083E-01  0.133389001E+00  0.294084547E+01
    33  0.160000000E+00  0.418970401E-01  0.137705469E+00  0.293719462E+01
    34  0.165000000E+00  0.444903435E-01  0.142023521E+00  0.293343852E+01
    35  0.170000000E+00  0.471557112E-01  0.146343236E+00  0.292957804E+01
    36  0.174999999E+00  0.498925244E-01  0.150664702E+00  0.292561409E+01
    37  0.180000000E+00  0.527001578E-01  0.154987988E+00  0.292141546E+01
    38  0.185000001E+00  0.555779735E-01  0.159313150E+00  0.291710383E+01
    39  0.190000000E+00  0.585253287E-01  0.163640254E+00  0.291268802E+01
    40  0.195000001E+00  0.615415724E-01  0.167969387E+00  0.290814652E+01
    41  0.200000000E+00  0.646260468E-01  0.172300613E+00  0.290338100E+01
    42  0.205000000E+00  0.677780855E-01  0.176634007E+00  0.289851110E+01
    43  0.210000000E+00  0.709970155E-01  0.180969649E+00  0.289353785E+01
    44  0.215000000E+00  0.742821586E-01  0.185307602E+00  0.288836034E+01
    45  0.219999999E+00  0.776328315E-01  0.189647950E+00  0.288302896E+01
    46  0.225000000E+00  0.810483409E-01  0.193990772E+00  0.287759442E+01
    47  0.229999999E+00  0.845279891E-01  0.198336130E+00  0.287199522E+01
    48  0.235000000E+00  0.880710751E-01  0.202684128E+00  0.286620416E+01
    49  0.239999999E+00  0.916768904E-01  0.207034834E+00  0.286031058E+01
    50  0.245000000E+00  0.953447210E-01  0.211388318E+00  0.285422431E+01
    51  0.249999999E+00  0.990738471E-01  0.215744678E+00  0.284797793E+01
    52  0.255000000E+00  0.102863548E+00  0.220103993E+00  0.284163009E+01
    53  0.259999999E+00  0.106713091E+00  0.224466349E+00  0.283503811E+01
    54  0.265000000E+00  0.110621744E+00  0.228831833E+00  0.282833522E+01
    55  0.270000001E+00  0.114588771E+00  0.233200526E+00  0.282147692E+01
    56  0.275000000E+00  0.118613428E+00  0.237572523E+00  0.281442428E+01
    57  0.280000001E+00  0.122694966E+00  0.241947906E+00  0.280725205E+01
    58  0.285000000E+00  0.126832636E+00  0.246326769E+00  0.279985761E+01
    59  0.290000000E+00  0.131025684E+00  0.250709211E+00  0.279236421E+01
    60  0.295000000E+00  0.135273346E+00  0.255095318E+00  0.278463067E+01
    61  0.300000000E+00  0.139574861E+00  0.259485191E+00  0.277679541E+01
    62  0.304999999E+00  0.143929463E+00  0.263878928E+00  0.276873558E+01
    63  0.310000000E+00  0.148336381E+00  0.268276623E+00  0.276055962E+01
    64  0.314999999E+00  0.152794842E+00  0.272678382E+00  0.275216622E+01
    65  0.320000000E+00  0.157304065E+00  0.277084301E+00  0.274364980E+01
    66  0.324999999E+00  0.161863273E+00  0.281494482E+00  0.273492443E+01
    67  0.330000000E+00  0.166471685E+00  0.285909040E+00  0.272606940E+01
    68  0.334999999E+00  0.171128513E+00  0.290328076E+00  0.271699591E+01
    69  0.340000000E+00  0.175832970E+00  0.294751700E+00  0.270778259E+01
    70  0.344999999E+00  0.180584267E+00  0.299180027E+00  0.269839036E+01
    71  0.350000000E+00  0.185381613E+00  0.303613165E+00  0.268881799E+01
    72  0.354999999E+00  0.190224217E+00  0.308051232E+00  0.267910946E+01
    73  0.360000000E+00  0.195111287E+00  0.312494346E+00  0.266917787E+01
    74  0.365000001E+00  0.200042026E+00  0.316942620E+00  0.265910757E+01
    75  0.370000000E+00  0.205015644E+00  0.321396180E+00  0.264886532E+01
    76  0.375000000E+00  0.210031348E+00  0.325855149E+00  0.263843370E+01
