    77  0.380000000E+00  0.215088349E+00  0.330319649E+00  0.262786115E+01
    78  0.385000000E+00  0.220185856E+00  0.334789807E+00  0.261709387E+01
    79  0.389999999E+00  0.225323083E+00  0.339265751E+00  0.260616685E+01
    80  0.395000000E+00  0.230499248E+00  0.343747607E+00  0.259507837E+01
    81  0.399999999E+00  0.235713572E+00  0.348235510E+00  0.258381999E+01
    82  0.405000000E+00  0.240965282E+00  0.352729589E+00  0.257237694E+01
    83  0.409999999E+00  0.246253611E+00  0.357229976E+00  0.256077723E+01
    84  0.415000000E+00  0.251577802E+00  0.361736809E+00  0.254902051E+01
    85  0.419999999E+00  0.256937103E+00  0.366250217E+00  0.253709956E+01
    86  0.425000000E+00  0.262330773E+00  0.370770334E+00  0.252499573E+01
    87  0.429999999E+00  0.267758085E+00  0.375297297E+00  0.251273634E+01
    88  0.435000000E+00  0.273218322E+00  0.379831234E+00  0.250032203E+01
    89  0.439999999E+00  0.278710789E+00  0.384372279E+00  0.248775363E+01
    90  0.445000000E+00  0.284234801E+00  0.388920562E+00  0.247501064E+01
    91  0.450000001E+00  0.289789694E+00  0.393476206E+00  0.246210641E+01
    92  0.455000000E+00  0.295374831E+00  0.398039336E+00  0.244905480E+01
    93  0.460000000E+00  0.300989594E+00  0.402610068E+00  0.243584388E+01
    94  0.465000000E+00  0.306633396E+00  0.407188514E+00  0.242247780E+01
    95  0.470000000E+00  0.312305680E+00  0.411774780E+00  0.240895746E+01
    96  0.474999999E+00  0.318005916E+00  0.416368968E+00  0.239528471E+01
    97  0.480000000E+00  0.323733599E+00  0.420971173E+00  0.238146030E+01
    98  0.484999999E+00  0.329488244E+00  0.425581483E+00  0.236748497E+01
    99  0.490000000E+00  0.335269390E+00  0.430199990E+00  0.235335980E+01
   100  0.494999999E+00  0.341076595E+00  0.434826778E+00  0.233908685E+01
   101  0.500000000E+00  0.346909431E+00  0.439461931E+00  0.232466549E+01
   102  0.504999999E+00  0.352767488E+00  0.444105532E+00  0.231009821E+01
   103  0.510000000E+00  0.358650369E+00  0.448757664E+00  0.229538589E+01
   104  0.514999999E+00  0.364557687E+00  0.453418407E+00  0.228053027E+01
   105  0.520000000E+00  0.370489068E+00  0.458087844E+00  0.226553129E+01
   106  0.524999999E+00  0.376444146E+00  0.462766057E+00  0.225039082E+01
   107  0.530000000E+00  0.382422561E+00  0.467453127E+00  0.223510979E+01
   108  0.535000000E+00  0.388423967E+00  0.472149142E+00  0.221969112E+01
   109  0.540000000E+00  0.394448024E+00  0.476854191E+00  0.220413385E+01
   110  0.545000000E+00  0.400494391E+00  0.481568362E+00  0.218843695E+01
   111  0.549999999E+00  0.406562735E+00  0.486291744E+00  0.217260851E+01
   112  0.555000000E+00  0.412652729E+00  0.491024433E+00  0.215664835E+01
   113  0.559999999E+00  0.418764051E+00  0.495766530E+00  0.214055916E+01
   114  0.565000000E+00  0.424896375E+00  0.500518131E+00  0.212433777E+01
   115  0.569999999E+00  0.431049386E+00  0.505279344E+00  0.210798478E+01
   116  0.575000000E+00  0.437222763E+00  0.510050275E+00  0.209150638E+01
   117  0.579999999E+00  0.443416192E+00  0.514831038E+00  0.207490535E+01
   118  0.585000000E+00  0.449629358E+00  0.519621750E+00  0.205818169E+01
   119  0.589999999E+00  0.455861946E+00  0.524422531E+00  0.204132921E+01
   120  0.595000000E+00  0.462113639E+00  0.529233506E+00  0.202435929E+01
   121  0.599999999E+00  0.468384130E+00  0.534054809E+00  0.200727360E+01
   122  0.605000000E+00  0.474673100E+00  0.538886574E+00  0.199007254E+01
   123  0.609999999E+00  0.480980231E+00  0.543728939E+00  0.197274964E+01
   124  0.615000000E+00  0.487305213E+00  0.548582055E+00  0.195531721E+01
   125  0.619999999E+00  0.493647731E+00  0.553446075E+00  0.193777667E+01
   126  0.625000000E+00  0.500007460E+00  0.558321153E+00  0.192012613E+01
   127  0.630000000E+00  0.506384087E+00  0.563207457E+00  0.190236758E+01
   128  0.634999999E+00  0.512777288E+00  0.568105155E+00  0.188450443E+01
   129  0.640000000E+00  0.519186744E+00  0.573014427E+00  0.186654065E+01
   130  0.644999999E+00  0.525612131E+00  0.577935457E+00  0.184847235E+01
   131  0.650000000E+00  0.532053126E+00  0.582868437E+00  0.183030753E+01
   132  0.654999999E+00  0.538509398E+00  0.587813565E+00  0.181204485E+01
   133  0.660000000E+00  0.544980620E+00  0.592771047E+00  0.179369079E+01
   134  0.664999999E+00  0.551466461E+00  0.597741097E+00  0.177524227E+01
   135  0.670000000E+00  0.557966590E+00  0.602723941E+00  0.175670501E+01
   136  0.674999999E+00  0.564480668E+00  0.607719806E+00  0.173808322E+01
   137  0.680000000E+00  0.571008361E+00  0.612728933E+00  0.171937315E+01
   138  0.684999999E+00  0.577549329E+00  0.617751573E+00  0.170058349E+01
   139  0.690000000E+00  0.584103231E+00  0.622787984E+00  0.168171391E+01
   140  0.694999999E+00  0.590669724E+00  0.627838437E+00  0.166276612E+01
   141  0.700000000E+00  0.597248459E+00  0.632903206E+00  0.164374580E+01
   142  0.704999999E+00  0.603839092E+00  0.637982586E+00  0.162465225E+01
   143  0.710000000E+00  0.610441273E+00  0.643076880E+00  0.160548907E+01
   144  0.715000000E+00  0.617054643E+00  0.648186395E+00  0.158626087E+01
   145  0.719999999E+00  0.623678853E+00  0.653311463E+00  0.156696715E+01
   146  0.725000000E+00  0.630313549E+00  0.658452426E+00  0.154761282E+01
   147  0.729999999E+00  0.636958362E+00  0.663609630E+00  0.152820115E+01
   148  0.735000000E+00  0.643612936E+00  0.668783448E+00  0.150873193E+01
   149  0.739999999E+00  0.650276902E+00  0.673974258E+00  0.148921110E+01
   150  0.745000000E+00  0.656949901E+00  0.679182466E+00  0.146964024E+01
   151  0.749999999E+00  0.663631557E+00  0.684408483E+00  0.145002155E+01
   152  0.755000000E+00  0.670321501E+00  0.689652746E+00  0.143035931E+01
   153  0.759999999E+00  0.677019362E+00  0.694915711E+00  0.141065624E+01
   154  0.765000000E+00  0.683724757E+00  0.700197846E+00  0.139091397E+01
   155  0.769999999E+00  0.690437313E+00  0.705499652E+00  0.137113619E+01
   156  0.775000000E+00  0.697156644E+00  0.710821643E+00  0.135132649E+01
   157  0.779999999E+00  0.703882369E+00  0.716164365E+00  0.133148741E+01
   158  0.785000000E+00  0.710614098E+00  0.721528386E+00  0.131162233E+01
   159  0.789999999E+00  0.717351443E+00  0.726914302E+00  0.129173322E+01
   160  0.795000000E+00  0.724094014E+00  0.732322745E+00  0.127182433E+01
   161  0.799999999E+00  0.730841408E+00  0.737754366E+00  0.125189859E+01
   162  0.804999999E+00  0.737593237E+00  0.743209868E+00  0.123195887E+01
   163  0.810000000E+00  0.744349090E+00  0.748689977E+00  0.121200814E+01
   164  0.814999999E+00  0.751108568E+00  0.754195471E+00  0.119204944E+01
   165  0.820000000E+00  0.757871265E+00  0.759727169E+00  0.117208638E+01
   166  0.824999999E+00  0.764636760E+00  0.765285928E+00  0.115212269E+01
   167  0.830000000E+00  0.771404646E+00  0.770872672E+00  0.113215947E+01
   168  0.834999999E+00  0.778174498E+00  0.776488375E+00  0.111220263E+01
   169  0.840000000E+00  0.784945894E+00  0.782134074E+00  0.109225354E+01
   170  0.844999999E+00  0.791718407E+00  0.787810880E+00  0.107231623E+01
   171  0.850000000E+00  0.798491603E+00  0.793519977E+00  0.105239297E+01
   172  0.854999999E+00  0.805265046E+00  0.799262637E+00  0.103248812E+01
   173  0.860000000E+00  0.812038287E+00  0.805040223E+00  0.101260465E+01
   174  0.864999999E+00  0.818810876E+00  0.810854208E+00  0.992737491E+00
   175  0.870000000E+00  0.825582362E+00  0.816706191E+00  0.972879444E+00
   176  0.874999999E+00  0.832352276E+00  0.822597893E+00  0.953020304E+00
   177  0.880000000E+00  0.839120148E+00  0.828531200E+00  0.933151823E+00
   178  0.884999999E+00  0.845885496E+00  0.834508164E+00  0.913266161E+00
   179  0.889999999E+00  0.852647833E+00  0.840531053E+00  0.893353569E+00
   180  0.895000000E+00  0.859406657E+00  0.846602358E+00  0.873405736E+00
   181  0.899999999E+00  0.866161461E+00  0.852724850E+00  0.853412812E+00
   182  0.905000000E+00  0.872911714E+00  0.858901615E+00  0.833368864E+00
   183  0.909999999E+00  0.879656885E+00  0.865136132E+00  0.813264854E+00
   184  0.915000000E+00  0.886396414E+00  0.871432329E+00  0.793090568E+00
   185  0.919999999E+00  0.893129738E+00  0.877794703E+00  0.772838414E+00
   186  0.925000000E+00  0.899856269E+00  0.884228436E+00  0.752505461E+00
   187  0.929999999E+00  0.906575387E+00  0.890739555E+00  0.732075068E+00
   188  0.935000000E+00  0.913286484E+00  0.897335147E+00  0.711542430E+00
   189  0.939999999E+00  0.919988984E+00  0.904023479E+00  0.690762572E+00
   190  0.945000000E+00  0.926682436E+00  0.910814153E+00  0.669370681E+00
   191  0.949999999E+00  0.933366592E+00  0.917718315E+00  0.647016849E+00
   192  0.955000000E+00  0.940041487E+00  0.924748866E+00  0.623340062E+00
   193  0.959999999E+00  0.946707491E+00  0.931920706E+00  0.597939141E+00
   194  0.965000000E+00  0.953365322E+00  0.939250769E+00  0.570497143E+00
   195  0.969999999E+00  0.960016520E+00  0.946756597E+00  0.540651316E+00
   196  0.974999999E+00  0.966664077E+00  0.954450466E+00  0.507985653E+00
   197  0.980000000E+00  0.973313456E+00  0.962328200E+00  0.472137903E+00
   198  0.984999999E+00  0.979974721E+00  0.970375937E+00  0.432685552E+00
   199  0.990000000E+00  0.986650781E+00  0.978629193E+00  0.389193718E+00
   200  0.994999999E+00  0.993331028E+00  0.987281758E+00  0.341375217E+00
   201  0.100000000E+01  0.100000000E+01  0.100000000E+01  0.288981000E+00
