     1  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.848761000E+00
     2  0.500000000E-02  0.397498857E-04  0.418127545E-02  0.848745367E+00
     3  0.100000000E-01  0.164326714E-03  0.850279111E-02  0.848696375E+00
     4  0.150000000E-01  0.373467108E-03  0.128214932E-01  0.848614125E+00
     5  0.200000000E-01  0.666907695E-03  0.171387447E-01  0.848498723E+00
     6  0.249999999E-01  0.104438509E-02  0.214549186E-01  0.848350271E+00
     7  0.300000000E-01  0.150563593E-02  0.257697796E-01  0.848168873E+00
     8  0.350000000E-01  0.205039684E-02  0.300826277E-01  0.847954633E+00
     9  0.399999999E-01  0.267840443E-02  0.343925396E-01  0.847707655E+00
    10  0.450000001E-01  0.338939533E-02  0.386987654E-01  0.847428041E+00
    11  0.500000000E-01  0.418310617E-02  0.430013042E-01  0.847115896E+00
    12  0.549999999E-01  0.505927357E-02  0.473011562E-01  0.846771322E+00
    13  0.599999999E-01  0.601763417E-02  0.515995903E-01  0.846394428E+00
    14  0.650000000E-01  0.705792458E-02  0.558974198E-01  0.845985656E+00
    15  0.700000000E-01  0.817988141E-02  0.601951750E-01  0.845544794E+00
    16  0.749999999E-01  0.938324130E-02  0.644933485E-01  0.845071945E+00
    17  0.799999999E-01  0.106677372E-01  0.687922932E-01  0.844567215E+00
    18  0.850000000E-01  0.120330228E-01  0.730920331E-01  0.844030746E+00
    19  0.899999999E-01  0.134786746E-01  0.773925241E-01  0.843463173E+00
    20  0.949999999E-01  0.150042663E-01  0.816938428E-01  0.842864214E+00
    21  0.100000000E+00  0.166093673E-01  0.859960051E-01  0.842234040E+00
    22  0.105000000E+00  0.182935315E-01  0.902989537E-01  0.841572916E+00
    23  0.110000000E+00  0.200563090E-01  0.946027650E-01  0.840881424E+00
    24  0.115000000E+00  0.218972400E-01  0.989076235E-01  0.840159565E+00
    25  0.120000000E+00  0.238158292E-01  0.103213526E+00  0.839407591E+00
    26  0.125000000E+00  0.258115731E-01  0.107520500E+00  0.838625376E+00
    27  0.130000000E+00  0.278839549E-01  0.111828668E+00  0.837813409E+00
    28  0.135000000E+00  0.300324410E-01  0.116138050E+00  0.836972045E+00
    29  0.140000000E+00  0.322564919E-01  0.120448718E+00  0.836101829E+00
    30  0.145000000E+00  0.345555493E-01  0.124760723E+00  0.835202771E+00
    31  0.150000000E+00  0.369290482E-01  0.129074109E+00  0.834274870E+00
    32  0.155000000E+00  0.393764083E-01  0.133389001E+00  0.833318317E+00
    33  0.160000000E+00  0.418970401E-01  0.137705469E+00  0.832334574E+00
    34  0.165000000E+00  0.444903435E-01  0.142023521E+00  0.831322469E+00
    35  0.170000000E+00  0.471557112E-01  0.146343236E+00  0.830282942E+00
    36  0.174999999E+00  0.498925244E-01  0.150664702E+00  0.829216968E+00
    37  0.180000000E+00  0.527001578E-01  0.154987988E+00  0.828124020E+00
    38  0.185000001E+00  0.555779735E-01  0.159313150E+00  0.827004259E+00
    39  0.190000000E+00  0.585253287E-01  0.163640254E+00  0.825858880E+00
    40  0.195000001E+00  0.615415724E-01  0.167969387E+00  0.824687737E+00
    41  0.200000000E+00  0.646260468E-01  0.172300613E+00  0.823491144E+00
    42  0.205000000E+00  0.677780855E-01  0.176634007E+00  0.822269945E+00
    43  0.210000000E+00  0.709970155E-01  0.180969649E+00  0.821023961E+00
    44  0.215000000E+00  0.742821586E-01  0.185307602E+00  0.819753523E+00
    45  0.219999999E+00  0.776328315E-01  0.189647950E+00  0.818459812E+00
    46  0.225000000E+00  0.810483409E-01  0.193990772E+00  0.817142594E+00
    47  0.229999999E+00  0.845279891E-01  0.198336130E+00  0.815802235E+00
